Date,Open,High,Low,Close,Adj Close,Volume
2008-04-22,6762.439941,6818.620117,6702.979980,6728.299805,6728.299805,130790600
2008-04-23,6739.649902,6813.669922,6656.859863,6795.029785,6795.029785,172878800
2008-04-24,6776.930176,6827.899902,6720.910156,6821.319824,6821.319824,157158300
2008-04-25,6855.669922,6945.250000,6848.899902,6896.580078,6896.580078,155785300
2008-04-28,6914.399902,6966.470215,6906.930176,6925.330078,6925.330078,107294800
2008-04-29,6905.419922,6909.990234,6855.109863,6885.339844,6885.339844,126652400
2008-04-30,6888.209961,6962.600098,6851.520020,6948.819824,6948.819824,139450800
2008-05-02,6982.060059,7092.819824,6971.930176,7043.229980,7043.229980,152864900
2008-05-05,7036.990234,7059.919922,7021.729980,7052.080078,7052.080078,79536200
2008-05-06,7043.649902,7062.370117,6969.160156,7017.100098,7017.100098,144985100
2008-05-07,7040.839844,7107.529785,7037.009766,7076.250000,7076.250000,119593700
2008-05-08,7037.629883,7073.450195,7013.060059,7071.899902,7071.899902,131059300
2008-05-09,7040.790039,7040.790039,6961.629883,7003.169922,7003.169922,130042700
2008-05-12,7021.290039,7064.600098,7006.419922,7035.950195,7035.950195,61975500
2008-05-13,7062.600098,7080.859863,7002.370117,7060.189941,7060.189941,141723700
2008-05-14,7081.720215,7101.490234,7001.330078,7083.240234,7083.240234,135234600
2008-05-15,7072.120117,7088.669922,7037.089844,7081.049805,7081.049805,137092800
2008-05-16,7103.839844,7205.959961,7103.839844,7156.549805,7156.549805,175540900
2008-05-19,7177.020020,7231.859863,7165.439941,7225.939941,7225.939941,110316800
2008-05-20,7188.069824,7188.979980,7108.250000,7118.500000,7118.500000,117533900
2008-05-21,7129.069824,7151.379883,7013.129883,7040.830078,7040.830078,160862900
2008-05-22,7016.209961,7090.229980,6980.540039,7070.330078,7070.330078,140538200
2008-05-23,7057.520020,7065.899902,6934.540039,6944.049805,6944.049805,130667300
2008-05-26,6923.939941,6965.189941,6917.609863,6953.839844,6953.839844,58329200
2008-05-27,6966.049805,7006.279785,6905.859863,6958.660156,6958.660156,125582800
2008-05-28,6980.689941,7082.259766,6955.140137,7033.839844,7033.839844,167514600
2008-05-29,7055.720215,7085.129883,7004.700195,7055.029785,7055.029785,146046400
2008-05-30,7065.790039,7124.609863,7063.799805,7096.790039,7096.790039,135334700
2008-06-02,7098.700195,7102.049805,6995.410156,7008.770020,7008.770020,102651900
2008-06-03,6986.919922,7023.180176,6962.379883,7019.129883,7019.129883,112961900
2008-06-04,6993.689941,6994.200195,6898.009766,6965.430176,6965.430176,123817500
2008-06-05,6964.709961,7008.930176,6905.009766,6941.830078,6941.830078,129444200
2008-06-06,6966.089844,7002.850098,6796.279785,6803.810059,6803.810059,160851400
2008-06-09,6790.180176,6839.319824,6762.729980,6815.629883,6815.629883,135317400
2008-06-10,6789.279785,6798.580078,6715.979980,6771.100098,6771.100098,142373800
2008-06-11,6781.879883,6812.879883,6637.750000,6650.259766,6650.259766,160825100
2008-06-12,6647.600098,6733.120117,6647.600098,6714.520020,6714.520020,152036400
2008-06-13,6701.500000,6777.870117,6649.620117,6765.319824,6765.319824,138997100
2008-06-16,6773.430176,6812.660156,6671.799805,6729.879883,6729.879883,114365700
2008-06-17,6743.500000,6855.839844,6743.479980,6796.160156,6796.160156,126669000
2008-06-18,6795.180176,6796.770020,6705.750000,6728.910156,6728.910156,129189800
2008-06-19,6704.220215,6765.100098,6662.459961,6721.169922,6721.169922,141452800
2008-06-20,6730.520020,6765.799805,6547.399902,6578.439941,6578.439941,302160900
2008-06-23,6586.830078,6628.720215,6572.509766,6589.459961,6589.459961,136967100
2008-06-24,6588.060059,6617.160156,6444.299805,6536.060059,6536.060059,188480700
2008-06-25,6551.660156,6628.620117,6547.709961,6617.839844,6617.839844,134741400
2008-06-26,6571.549805,6578.450195,6448.120117,6459.600098,6459.600098,155821800
2008-06-27,6449.040039,6464.899902,6348.029785,6421.910156,6421.910156,167525900
2008-06-30,6423.370117,6446.540039,6308.240234,6418.319824,6418.319824,151971200
2008-07-01,6394.080078,6405.430176,6260.330078,6315.939941,6315.939941,216006900
2008-07-02,6319.600098,6395.970215,6295.450195,6305.419922,6305.419922,199060400
2008-07-03,6262.979980,6392.080078,6200.560059,6353.740234,6353.740234,203908900
2008-07-04,6360.700195,6374.839844,6255.160156,6272.209961,6272.209961,98812300
2008-07-07,6312.319824,6416.240234,6286.669922,6395.750000,6395.750000,115661100
2008-07-08,6314.169922,6332.009766,6226.740234,6304.410156,6304.410156,190410900
2008-07-09,6330.689941,6397.819824,6330.689941,6386.459961,6386.459961,156252900
2008-07-10,6338.629883,6384.640137,6254.310059,6305.000000,6305.000000,157657600
2008-07-11,6310.169922,6332.109863,6139.740234,6153.299805,6153.299805,182436700
2008-07-14,6184.649902,6254.149902,6184.540039,6200.250000,6200.250000,130636700
2008-07-15,6154.890137,6164.729980,6006.580078,6081.700195,6081.700195,209058600
2008-07-16,6100.620117,6177.029785,5999.319824,6155.370117,6155.370117,200129700
2008-07-17,6177.069824,6318.339844,6177.069824,6271.270020,6271.270020,225875100
2008-07-18,6261.479980,6396.299805,6236.939941,6382.649902,6382.649902,207276600
2008-07-21,6381.439941,6484.290039,6342.819824,6424.839844,6424.839844,113619000
2008-07-22,6395.060059,6449.879883,6322.029785,6442.790039,6442.790039,187223800
2008-07-23,6486.049805,6562.259766,6485.049805,6536.089844,6536.089844,173668700
2008-07-24,6546.169922,6577.100098,6415.310059,6440.700195,6440.700195,194819000
2008-07-25,6411.709961,6479.959961,6331.270020,6436.709961,6436.709961,183938500
2008-07-28,6428.359863,6428.359863,6342.319824,6351.149902,6351.149902,116506500
2008-07-29,6302.879883,6425.450195,6264.740234,6398.799805,6398.799805,173752500
2008-07-30,6406.029785,6505.049805,6396.140137,6460.120117,6460.120117,140082900
2008-07-31,6467.859863,6540.450195,6428.490234,6479.560059,6479.560059,155397400
2008-08-01,6461.009766,6489.689941,6378.549805,6396.459961,6396.459961,131564800
2008-08-04,6403.299805,6403.529785,6322.009766,6349.810059,6349.810059,109583700
2008-08-05,6356.399902,6532.089844,6342.930176,6518.700195,6518.700195,175080200
2008-08-06,6531.549805,6568.790039,6496.169922,6561.390137,6561.390137,157899600
2008-08-07,6542.959961,6620.770020,6520.790039,6543.490234,6543.490234,138350600
2008-08-08,6537.540039,6586.100098,6442.850098,6561.649902,6561.649902,144950800
2008-08-11,6570.520020,6612.859863,6555.279785,6609.629883,6609.629883,123059300
2008-08-12,6601.700195,6626.700195,6545.240234,6585.870117,6585.870117,121877700
2008-08-13,6562.970215,6566.620117,6417.330078,6422.189941,6422.189941,165121000
2008-08-14,6450.729980,6481.279785,6369.580078,6442.209961,6442.209961,125922600
2008-08-15,6460.220215,6513.919922,6394.390137,6446.020020,6446.020020,129854400
2008-08-18,6436.140137,6485.910156,6374.950195,6432.879883,6432.879883,83530200
2008-08-19,6398.830078,6401.209961,6268.729980,6282.430176,6282.430176,135725100
2008-08-20,6297.830078,6336.790039,6262.490234,6317.799805,6317.799805,103231800
2008-08-21,6290.319824,6293.479980,6219.100098,6236.959961,6236.959961,121771100
2008-08-22,6243.529785,6355.959961,6229.189941,6342.419922,6342.419922,111120700
2008-08-25,6332.939941,6361.549805,6289.109863,6296.950195,6296.950195,63675700
2008-08-26,6287.810059,6370.529785,6238.069824,6340.520020,6340.520020,108987600
2008-08-27,6336.350098,6346.529785,6252.129883,6321.029785,6321.029785,122328900
2008-08-28,6313.910156,6456.180176,6265.430176,6420.540039,6420.540039,144840900
2008-08-29,6427.859863,6457.930176,6401.220215,6422.299805,6422.299805,109153400
2008-09-01,6400.850098,6448.979980,6341.100098,6421.799805,6421.799805,107796000
2008-09-02,6416.850098,6553.899902,6379.029785,6518.470215,6518.470215,172935200
2008-09-03,6488.120117,6519.209961,6439.910156,6467.490234,6467.490234,120806500
2008-09-04,6477.200195,6482.160156,6263.080078,6279.569824,6279.569824,161594100
2008-09-05,6247.640137,6253.399902,6095.560059,6127.439941,6127.439941,198012400
2008-09-08,6262.339844,6356.799805,6241.259766,6263.740234,6263.740234,191563700
2008-09-09,6258.259766,6327.180176,6199.109863,6233.410156,6233.410156,177757700
2008-09-10,6225.299805,6254.399902,6160.549805,6210.319824,6210.319824,164771800
2008-09-11,6192.609863,6202.169922,6086.299805,6178.899902,6178.899902,154276200
2008-09-12,6206.970215,6256.250000,6159.509766,6234.890137,6234.890137,163676800
2008-09-15,6138.419922,6138.419922,5942.140137,6064.160156,6064.160156,325805100
2008-09-16,6017.470215,6024.049805,5858.569824,5965.169922,5965.169922,358120700
2008-09-17,5977.680176,6035.509766,5825.240234,5860.979980,5860.979980,271196800
2008-09-18,5875.049805,5967.290039,5812.770020,5863.419922,5863.419922,296903500
2008-09-19,5986.939941,6220.290039,5982.299805,6189.529785,6189.529785,492149400
2008-09-22,6188.580078,6235.129883,6106.109863,6107.750000,6107.750000,186483400
2008-09-23,6091.850098,6123.479980,6033.750000,6068.529785,6068.529785,182343700
2008-09-24,6071.319824,6109.100098,6013.709961,6052.870117,6052.870117,130478700
2008-09-25,6057.609863,6188.430176,6049.850098,6173.029785,6173.029785,144900100
2008-09-26,6118.129883,6118.129883,6001.009766,6063.500000,6063.500000,143277400
2008-09-29,6010.100098,6015.589844,5802.509766,5807.080078,5807.080078,282323700
2008-09-30,5728.299805,5836.770020,5658.200195,5831.020020,5831.020020,280713500
2008-10-01,5865.080078,5866.399902,5746.819824,5806.330078,5806.330078,204641800
2008-10-02,5794.100098,5876.930176,5630.459961,5660.629883,5660.629883,224027900
2008-10-03,5682.330078,5831.970215,5617.810059,5797.029785,5797.029785,193519700
2008-10-06,5606.069824,5606.069824,5292.839844,5387.009766,5387.009766,304489300
2008-10-07,5450.379883,5502.330078,5300.299805,5326.629883,5326.629883,301573700
2008-10-08,5237.109863,5319.149902,4870.200195,5013.620117,5013.620117,382089400
2008-10-09,5054.899902,5153.529785,4803.620117,4887.000000,4887.000000,281796700
2008-10-10,4594.529785,4653.979980,4308.000000,4544.310059,4544.310059,458408100
2008-10-13,4642.020020,5062.450195,4641.379883,5062.450195,5062.450195,320643300
2008-10-14,5135.140137,5383.790039,5095.120117,5199.189941,5199.189941,294889300
2008-10-15,5187.390137,5192.129883,4790.680176,4861.629883,4861.629883,269198500
2008-10-16,4675.899902,4890.779785,4521.910156,4622.810059,4622.810059,307334600
2008-10-17,4757.979980,4835.899902,4576.580078,4781.330078,4781.330078,325195200
2008-10-20,4891.759766,4941.189941,4754.270020,4835.009766,4835.009766,192822800
2008-10-21,4882.799805,4909.640137,4736.220215,4784.410156,4784.410156,175523400
2008-10-22,4739.740234,4740.310059,4535.640137,4571.069824,4571.069824,191732900
2008-10-23,4559.709961,4576.870117,4364.200195,4519.700195,4519.700195,201491900
2008-10-24,4362.790039,4362.930176,4014.600098,4295.669922,4295.669922,286958400
2008-10-27,4143.450195,4486.129883,4062.770020,4334.640137,4334.640137,287962100
2008-10-28,4314.910156,4823.450195,4314.910156,4823.450195,4823.450195,482843500
2008-10-29,4460.259766,4885.850098,4460.259766,4808.689941,4808.689941,365780100
2008-10-30,4894.140137,5042.490234,4827.270020,4869.299805,4869.299805,251166600
2008-10-31,4856.020020,5066.810059,4785.109863,4987.970215,4987.970215,234404700
2008-11-03,5053.939941,5089.540039,4967.939941,5026.839844,5026.839844,173679900
2008-11-04,5018.830078,5302.569824,4993.100098,5278.040039,5278.040039,201108300
2008-11-05,5268.799805,5271.910156,5142.850098,5166.870117,5166.870117,158799000
2008-11-06,5101.979980,5101.979980,4781.509766,4813.569824,4813.569824,201230400
2008-11-07,4827.560059,5018.410156,4751.240234,4938.459961,4938.459961,145958500
2008-11-10,5024.430176,5135.149902,4998.040039,5025.529785,5025.529785,121306700
2008-11-11,4984.319824,4984.319824,4742.479980,4761.580078,4761.580078,159103900
2008-11-12,4801.899902,4875.660156,4555.439941,4620.799805,4620.799805,167327000
2008-11-13,4599.640137,4713.779785,4524.890137,4649.520020,4649.520020,142433600
2008-11-14,4723.290039,4874.160156,4695.790039,4710.240234,4710.240234,139067100
2008-11-17,4700.500000,4733.790039,4512.209961,4557.270020,4557.270020,137085700
2008-11-18,4556.479980,4607.540039,4445.879883,4579.470215,4579.470215,145021700
2008-11-19,4586.330078,4586.689941,4337.919922,4354.089844,4354.089844,185904400
2008-11-20,4274.979980,4313.160156,4113.490234,4220.200195,4220.200195,206255200
2008-11-21,4228.310059,4296.859863,4034.959961,4127.410156,4127.410156,204209900
2008-11-24,4167.709961,4579.069824,4154.549805,4554.330078,4554.330078,211675900
2008-11-25,4521.850098,4693.100098,4455.299805,4560.419922,4560.419922,200744500
2008-11-26,4528.549805,4612.220215,4423.669922,4560.500000,4560.500000,137166700
2008-11-27,4596.399902,4682.910156,4589.160156,4665.270020,4665.270020,118322500
2008-11-28,4666.410156,4703.669922,4566.839844,4669.439941,4669.439941,138307900
2008-12-01,4653.120117,4667.910156,4367.919922,4394.790039,4394.790039,149138800
2008-12-02,4349.129883,4572.180176,4304.029785,4531.790039,4531.790039,170007300
2008-12-03,4508.879883,4602.879883,4377.629883,4567.240234,4567.240234,242570100
2008-12-04,4559.979980,4732.930176,4491.859863,4564.229980,4564.229980,186889600
2008-12-05,4529.200195,4530.700195,4321.640137,4381.470215,4381.470215,176909100
2008-12-08,4548.870117,4775.709961,4548.870117,4715.879883,4715.879883,186376800
2008-12-09,4673.520020,4850.390137,4622.240234,4779.109863,4779.109863,172239300
2008-12-10,4810.479980,4839.140137,4742.899902,4804.879883,4804.879883,142199700
2008-12-11,4791.560059,4822.209961,4710.040039,4767.200195,4767.200195,138754900
2008-12-12,4660.049805,4699.060059,4521.520020,4663.370117,4663.370117,172964700
2008-12-15,4718.390137,4773.319824,4627.459961,4654.819824,4654.819824,115337700
2008-12-16,4663.359863,4758.270020,4655.870117,4729.910156,4729.910156,152121400
2008-12-17,4768.709961,4784.410156,4639.169922,4708.379883,4708.379883,163026100
2008-12-18,4730.100098,4784.720215,4715.819824,4756.399902,4756.399902,132174300
2008-12-19,4720.879883,4785.319824,4647.129883,4696.700195,4696.700195,294043500
2008-12-22,4693.660156,4701.109863,4575.520020,4639.020020,4639.020020,138374400
2008-12-23,4633.470215,4718.600098,4622.970215,4629.379883,4629.379883,106816600
2008-12-29,4629.379883,4732.850098,4629.379883,4704.859863,4704.859863,100697000
2008-12-30,4754.220215,4810.410156,4754.220215,4810.200195,4810.200195,92359500
2009-01-02,4856.850098,4974.729980,4838.490234,4973.069824,4973.069824,91772100
2009-01-05,5010.180176,5034.850098,4949.359863,4983.990234,4983.990234,150630500
2009-01-06,4992.669922,5111.020020,4960.209961,5026.310059,5026.310059,120803000
2009-01-07,5008.620117,5010.970215,4914.220215,4937.470215,4937.470215,137572000
2009-01-08,4897.160156,4917.620117,4820.080078,4879.910156,4879.910156,156333900
2009-01-09,4891.580078,4932.660156,4743.970215,4783.890137,4783.890137,162262500
2009-01-12,4765.379883,4791.959961,4708.500000,4719.620117,4719.620117,116129200
2009-01-13,4704.509766,4704.509766,4596.490234,4636.939941,4636.939941,146029600
2009-01-14,4661.839844,4670.839844,4379.879883,4422.350098,4422.350098,204723700
2009-01-15,4434.220215,4451.319824,4295.759766,4336.729980,4336.729980,184321200
2009-01-16,4395.790039,4474.859863,4357.819824,4366.279785,4366.279785,177919500
2009-01-19,4409.879883,4452.569824,4249.910156,4316.140137,4316.140137,144559500
2009-01-20,4297.419922,4382.109863,4222.759766,4239.850098,4239.850098,163113600
2009-01-21,4208.189941,4313.689941,4140.259766,4261.149902,4261.149902,175217500
2009-01-22,4313.359863,4368.470215,4197.020020,4219.419922,4219.419922,140286900
2009-01-23,4204.000000,4222.009766,4067.429932,4178.939941,4178.939941,153362300
2009-01-26,4165.709961,4371.520020,4145.120117,4326.870117,4326.870117,151593000
2009-01-27,4322.990234,4360.790039,4264.970215,4323.419922,4323.419922,128339900
2009-01-28,4347.779785,4533.700195,4347.779785,4518.720215,4518.720215,172048600
2009-01-29,4495.740234,4501.439941,4393.979980,4428.109863,4428.109863,142050200
2009-01-30,4420.330078,4454.390137,4312.169922,4338.350098,4338.350098,145201400
2009-02-02,4309.169922,4309.189941,4198.149902,4271.040039,4271.040039,111287200
2009-02-03,4302.520020,4385.439941,4224.529785,4374.959961,4374.959961,130716600
2009-02-04,4388.259766,4545.520020,4372.009766,4492.790039,4492.790039,139793300
2009-02-05,4443.950195,4519.439941,4387.779785,4510.490234,4510.490234,126373300
2009-02-06,4524.799805,4657.060059,4506.450195,4644.629883,4644.629883,164838400
2009-02-09,4627.830078,4688.589844,4596.740234,4666.819824,4666.819824,145603100
2009-02-10,4636.640137,4649.229980,4505.540039,4505.540039,4505.540039,147312900
2009-02-11,4491.720215,4539.220215,4466.060059,4530.089844,4530.089844,107647200
2009-02-12,4518.680176,4518.680176,4371.470215,4407.560059,4407.560059,130701000
2009-02-13,4458.740234,4508.720215,4397.600098,4413.390137,4413.390137,109216500
2009-02-16,4386.459961,4421.779785,4359.290039,4366.640137,4366.640137,86113200
2009-02-17,4329.350098,4329.700195,4195.220215,4216.600098,4216.600098,144426900
2009-02-18,4229.529785,4255.390137,4124.109863,4204.959961,4204.959961,147542600
2009-02-19,4212.709961,4275.089844,4189.160156,4215.209961,4215.209961,121869900
2009-02-20,4164.509766,4167.049805,4014.659912,4014.659912,4014.659912,173606800
2009-02-23,4057.250000,4111.520020,3912.709961,3936.449951,3936.449951,131904200
2009-02-24,3922.020020,3932.590088,3816.879883,3895.750000,3895.750000,149828200
2009-02-25,3937.929932,3977.770020,3790.790039,3846.209961,3846.209961,152061300
2009-02-26,3882.879883,3989.629883,3849.760010,3942.620117,3942.620117,186766600
2009-02-27,3907.850098,3907.850098,3764.689941,3843.739990,3843.739990,207658100
2009-03-02,3817.510010,3821.969971,3692.780029,3710.070068,3710.070068,153081600
2009-03-03,3724.530029,3755.879883,3667.860107,3690.719971,3690.719971,138062900
2009-03-04,3724.739990,3891.709961,3721.909912,3890.939941,3890.939941,173156500
2009-03-05,3864.179932,3864.179932,3695.489990,3695.489990,3695.489990,156962000
2009-03-06,3699.330078,3769.129883,3638.000000,3666.409912,3666.409912,167749600
2009-03-09,3677.070068,3706.320068,3588.889893,3692.030029,3692.030029,146213000
2009-03-10,3716.290039,3908.139893,3681.330078,3886.979980,3886.979980,207917000
2009-03-11,3866.739990,3994.770020,3829.129883,3914.100098,3914.100098,189317500
2009-03-12,3890.229980,3971.250000,3802.199951,3956.219971,3956.219971,168484600
2009-03-13,3988.050049,4053.840088,3936.810059,3953.600098,3953.600098,144104100
2009-03-16,3990.830078,4063.020020,3983.399902,4044.540039,4044.540039,137356600
2009-03-17,4040.830078,4046.419922,3947.280029,3987.770020,3987.770020,131469400
2009-03-18,4024.179932,4066.689941,3948.590088,3996.320068,3996.320068,129086200
2009-03-19,4013.689941,4137.799805,4002.330078,4043.459961,4043.459961,212257000
2009-03-20,4006.469971,4081.729980,3995.090088,4068.739990,4068.739990,288460100
2009-03-23,4109.279785,4184.770020,4102.339844,4176.370117,4176.370117,136655700
2009-03-24,4201.490234,4239.740234,4150.970215,4187.359863,4187.359863,135154900
2009-03-25,4175.330078,4262.229980,4139.589844,4223.290039,4223.290039,139741600
2009-03-26,4226.970215,4262.959961,4210.979980,4259.370117,4259.370117,125741300
2009-03-27,4251.859863,4272.120117,4155.540039,4203.549805,4203.549805,147529300
2009-03-30,4175.410156,4175.450195,3987.389893,3989.229980,3989.229980,129820000
2009-03-31,4007.659912,4091.659912,4007.219971,4084.760010,4084.760010,117572000
2009-04-01,4074.790039,4148.660156,3997.459961,4131.069824,4131.069824,124646600
2009-04-02,4173.620117,4404.620117,4173.089844,4381.919922,4381.919922,187984200
2009-04-03,4353.459961,4456.299805,4335.089844,4384.990234,4384.990234,155443000
2009-04-06,4421.709961,4457.189941,4306.479980,4349.810059,4349.810059,136176100
2009-04-07,4359.209961,4379.330078,4276.290039,4322.500000,4322.500000,108059700
2009-04-08,4286.470215,4377.350098,4228.890137,4357.919922,4357.919922,111867900
2009-04-09,4397.060059,4510.740234,4377.979980,4491.120117,4491.120117,121186400
2009-04-14,4491.120117,4583.910156,4461.479980,4557.009766,4557.009766,133962500
2009-04-15,4527.660156,4559.279785,4488.259766,4549.790039,4549.790039,96173700
2009-04-16,4570.339844,4644.839844,4531.939941,4609.459961,4609.459961,107977200
2009-04-17,4622.279785,4680.629883,4590.720215,4676.839844,4676.839844,170314800
2009-04-20,4655.839844,4667.649902,4470.839844,4486.299805,4486.299805,145103100
2009-04-21,4488.629883,4542.919922,4390.700195,4501.629883,4501.629883,220715700
2009-04-22,4508.779785,4594.879883,4456.500000,4594.419922,4594.419922,188038200
2009-04-23,4565.439941,4609.169922,4524.479980,4538.209961,4538.209961,146286700
2009-04-24,4545.250000,4674.729980,4542.890137,4674.319824,4674.319824,157380600
2009-04-27,4625.410156,4712.970215,4571.540039,4694.069824,4694.069824,133328400
2009-04-28,4659.810059,4661.200195,4547.899902,4607.419922,4607.419922,140527200
2009-04-29,4617.009766,4722.109863,4611.540039,4704.560059,4704.560059,152124000
2009-04-30,4732.899902,4837.220215,4710.089844,4769.450195,4769.450195,184661400
2009-05-04,4769.450195,4908.879883,4769.450195,4902.450195,4902.450195,122411700
2009-05-05,4897.399902,4928.029785,4843.600098,4853.029785,4853.029785,148649400
2009-05-06,4848.939941,4945.540039,4827.879883,4880.709961,4880.709961,155268100
